,title,address.label,distance,access,position.lat,position.lng,address.postalCode,id
0,DK Apartment,"DK Apartment, Bajanai Kovil Street, Potheri, Chennai 603203, India",376,"[{'lat': 12.82067, 'lng': 80.04275}]",12.82069,80.04287,603203,here:pds:place:356tf2bv-84bbc1dbb3c18221e58eb694b344d919
