,title,id,language,resultType,access,distance,categories,address.label,address.countryCode,address.countryName,address.stateCode,address.state,address.county,address.city,address.district,address.street,address.postalCode,position.lat,position.lng
0,DK Apartment,here:pds:place:356tf2bv-84bbc1dbb3c18221e58eb694b344d919,en,place,"[{'lat': 12.82067, 'lng': 80.04275}]",376,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}]","DK Apartment, Bajanai Kovil Street, Potheri, Chennai 603203, India",IND,India,TN,Tamil Nadu,Kanchipuram,Chennai,Potheri,Bajanai Kovil Street,603203,12.82069,80.04287
